Wall time,Step,Value
1497175506.934737,8,0.6675934195518494
1497175514.056599,12,0.650996208190918
1497175521.183618,16,0.6240484714508057
1497175524.820473,18,0.6160813570022583
1497175528.249232,20,0.6075271368026733
1497175531.859699,22,0.5965734720230103
1497175539.062499,26,0.6424541473388672
1497175556.792643,36,0.6092321276664734
1497175563.992948,40,0.592720627784729
1497175571.08817,44,0.5881785154342651
1497175581.848446,50,0.6136490106582642
1497175585.528038,52,0.5875678062438965
1497175592.833596,56,0.5992229580879211
1497175600.157174,60,0.5727797150611877
1497175618.21108,70,0.5650019645690918
1497175621.811215,72,0.5552769303321838
1497175625.467353,74,0.558870255947113
1497175629.059419,76,0.5549998879432678
1497175632.66618,78,0.5638896226882935
1497175636.243139,80,0.5439236164093018
1497175639.892502,82,0.5582672357559204
1497175643.48318,84,0.5507302284240723
1497175647.140821,86,0.5568710565567017
1497175654.269709,90,0.5359140634536743
1497175657.82696,92,0.5642616748809814
1497175661.450123,94,0.5444195866584778
1497175668.74553,98,0.5342502593994141
1497175672.328503,100,0.5273085832595825
1497175685.965773,104,0.5278812050819397
1497175692.834985,108,0.5367327332496643
1497175696.187908,110,0.5417040586471558
1497175702.995687,114,0.5340756177902222
1497175706.404467,116,0.5274447202682495
1497175709.792248,118,0.5167543888092041
1497175713.210552,120,0.5353754162788391
1497175751.696286,142,0.4908965229988098
1497175755.180035,144,0.502281129360199
1497175762.177568,148,0.48788484930992126
1497175776.041235,156,0.5608890056610107
1497175789.924031,164,0.4829613268375397
1497175793.388297,166,0.49303919076919556
1497175796.914523,168,0.48281580209732056
1497175800.381398,170,0.48133814334869385
1497175803.902136,172,0.5526121854782104
1497175810.905806,176,0.47057488560676575
1497175814.372793,178,0.49607396125793457
1497175817.923488,180,0.489962637424469
1497175821.456612,182,0.4707562327384949
1497175824.937687,184,0.49643489718437195
1497175828.360952,186,0.47493669390678406
1497175835.376384,190,0.4742879867553711
1497175838.853374,192,0.460519939661026
1497175849.171686,198,0.4753846228122711
1497175865.78314,204,0.49165967106819153
1497175869.254404,206,0.5319386124610901
1497175879.469456,212,0.5253939032554626
1497175882.782795,214,0.4796924293041229
1497175886.261574,216,0.4963824450969696
1497175889.65334,218,0.48346376419067383
1497175907.175654,228,0.5070832967758179
1497175910.67538,230,0.48527491092681885
1497175917.608509,234,0.45128747820854187
1497175938.554212,246,0.43832144141197205
1497175942.105298,248,0.4216519892215729
1497175945.523604,250,0.41923990845680237
1497175952.556022,254,0.427050918340683
1497175963.010889,260,0.4240305721759796
1497175973.453881,266,0.5053479671478271
1497175976.985582,268,0.49075454473495483
1497175983.949888,272,0.5090643763542175
1497175990.96833,276,0.5034223198890686
1497175994.384981,278,0.4793893098831177
1497175997.848789,280,0.5119265913963318
1497176001.261809,282,0.4584037661552429
1497176008.220568,286,0.43978196382522583
1497176018.652922,292,0.42057085037231445
1497176022.124242,294,0.410127729177475
1497176025.648855,296,0.40721917152404785
1497176032.50634,300,0.38299381732940674
1497176042.636818,302,0.389680415391922
1497176056.267935,310,0.4064609110355377
1497176059.613334,312,0.401108980178833
1497176066.471277,316,0.4230775237083435
1497176073.32359,320,0.5320776700973511
1497176076.849306,322,0.5449069142341614
1497176080.425117,324,0.6010254621505737
1497176090.96565,330,0.4669029712677002
1497176097.882154,334,0.4304400086402893
1497176101.334673,336,0.41543328762054443
1497176108.243285,340,0.4074099063873291
1497176111.757591,342,0.39533165097236633
1497176125.619105,350,0.3655864894390106
1497176129.146906,352,0.36938658356666565
1497176132.652412,354,0.3654249608516693
1497176143.135538,360,0.4031883180141449
1497176146.616593,362,0.41002997756004333
1497176150.011775,364,0.5990782976150513
1497176153.501532,366,0.46099960803985596
1497176160.53645,370,0.544238805770874
1497176164.051558,372,0.5322811603546143
1497176167.577456,374,0.5396265983581543
1497176171.010048,376,0.5534734725952148
1497176174.523594,378,0.5083017349243164
1497176177.936939,380,0.4831971824169159
1497176188.405558,386,0.4262271821498871
1497176191.963879,388,0.4189774990081787
1497176195.390772,390,0.4018324017524719
1497176202.47187,394,0.38934579491615295
1497176209.425818,398,0.3704385757446289
1497176212.939867,400,0.36985552310943604
1497176223.281892,402,0.3626977205276489
1497176226.754135,404,0.3580990731716156
1497176236.879732,410,0.35623592138290405
1497176240.348776,412,0.3540979027748108
1497176247.171396,416,0.3673567771911621
1497176257.421177,422,0.4014084041118622
1497176260.985223,424,0.4882582426071167
1497176271.471482,430,0.6046972274780273
1497176275.046916,432,0.5278699994087219
1497176285.744933,438,0.4379974901676178
1497176289.284684,440,0.42569178342819214
1497176292.78649,442,0.41475334763526917
1497176296.266084,444,0.39887136220932007
1497176299.718424,446,0.3835124969482422
1497176303.25934,448,0.3725194036960602
1497176306.807767,450,0.3606870770454407
1497176317.202236,456,0.3416108787059784
1497176324.182505,460,0.35040098428726196
1497176327.653305,462,0.3425946533679962
1497176331.19104,464,0.3389659523963928
1497176334.747426,466,0.3391895294189453
1497176338.293291,468,0.3390236496925354
1497176345.283006,472,0.3429718613624573
1497176348.787625,474,0.366922527551651
1497176352.329222,476,0.3803151249885559
1497176355.857131,478,0.3674752414226532
1497176366.321887,484,0.4682071805000305
1497176369.815322,486,0.46252012252807617
1497176373.346731,488,0.5680094957351685
1497176380.192468,492,0.43636807799339294
1497176387.131845,496,0.3939642012119293
1497176390.628746,498,0.398490846157074
1497176407.834302,504,0.3964517414569855
1497176414.6503,508,0.4036726951599121
1497176438.855766,522,0.37377089262008667
1497176446.003506,526,0.3898718059062958
1497176453.103639,530,0.35408949851989746
1497176474.114793,542,0.37849926948547363
1497176484.694461,548,0.40271279215812683
1497176488.208274,550,0.4422931671142578
1497176491.696326,552,0.4664611220359802
1497176498.736135,556,0.5384745001792908
1497176502.297701,558,0.5603394508361816
1497176509.32698,562,0.5052032470703125
1497176512.850573,564,0.45837512612342834
1497176523.306793,570,0.40863102674484253
1497176526.772679,572,0.4020704925060272
1497176533.865861,576,0.38822782039642334
1497176537.477399,578,0.375113308429718
1497176547.907586,584,0.36305826902389526
1497176551.443621,586,0.3541676104068756
1497176554.94908,588,0.37536221742630005
1497176558.414445,590,0.3382978141307831
1497176561.92973,592,0.33114466071128845
1497176565.391751,594,0.37147846817970276
1497176568.890447,596,0.3494611382484436
1497176572.406418,598,0.31691256165504456
1497176575.901414,600,0.31809690594673157
1497176586.313007,602,0.3383503556251526
1497176593.17178,606,0.33773985505104065
1497176600.036704,610,0.3184632360935211
1497176617.194831,620,0.33573490381240845
1497176620.707328,622,0.3437681496143341
1497176627.908737,626,0.3791864812374115
1497176631.524427,628,0.36064648628234863
1497176635.029506,630,0.413993239402771
1497176642.09951,634,0.4005787968635559
1497176649.108629,638,0.38939011096954346
1497176652.593195,640,0.37579602003097534
1497176663.167177,646,0.3625120520591736
1497176673.707167,652,0.39794230461120605
1497176680.703414,656,0.36213910579681396
1497176684.169656,658,0.34596240520477295
1497176691.197403,662,0.3498685657978058
1497176694.754338,664,0.37049609422683716
1497176705.197868,670,0.3747580051422119
1497176708.638606,672,0.3618190884590149
1497176712.090774,674,0.36463016271591187
1497176719.075355,678,0.34018126130104065
1497176722.660632,680,0.33467918634414673
1497176726.138465,682,0.34909504652023315
1497176729.614121,684,0.34568077325820923
1497176733.052292,686,0.34212011098861694
1497176736.575892,688,0.32044869661331177
1497176740.07914,690,0.31179893016815186
1497176743.612793,692,0.3212772607803345
1497176750.577658,696,0.334181547164917
1497176754.014114,698,0.32828912138938904
1497176767.607663,702,0.32176998257637024
1497176781.283392,710,0.33588430285453796
1497176784.686727,712,0.3173215091228485
1497176788.112559,714,0.3364523947238922
1497176791.527173,716,0.3135262131690979
1497176798.504847,720,0.3651622533798218
1497176802.07642,722,0.34559518098831177
1497176809.040852,726,0.3357245922088623
1497176816.021919,730,0.3498905301094055
1497176823.025608,734,0.3618064224720001
1497176826.522012,736,0.35319584608078003
1497176829.963228,738,0.3274546265602112
1497176833.503446,740,0.36139607429504395
1497176840.438412,744,0.3388958275318146
1497176850.88954,750,0.35999104380607605
1497176854.341752,752,0.38271331787109375
1497176861.278615,756,0.31521445512771606
1497176868.261071,760,0.35604551434516907
1497176871.734899,762,0.323224276304245
1497176878.648957,766,0.31194430589675903
1497176882.122744,768,0.35374313592910767
1497176885.57031,770,0.31990838050842285
1497176889.074774,772,0.32250097393989563
1497176892.631722,774,0.3261163830757141
1497176896.166173,776,0.33641594648361206
1497176910.058167,784,0.3333147466182709
1497176913.569296,786,0.3552734851837158
1497176920.632641,790,0.35530781745910645
1497176924.169448,792,0.339202880859375
1497176931.217856,796,0.3429962396621704
1497176934.763589,798,0.3383156657218933
1497176948.376199,802,0.3292641341686249
1497176951.859469,804,0.3360358774662018
1497176955.320674,806,0.3361153304576874
1497176958.698068,808,0.3211492598056793
1497176962.115979,810,0.32497167587280273
1497176965.584381,812,0.31996893882751465
1497176968.960078,814,0.32802197337150574
1497176979.349839,820,0.34689319133758545
1497176986.453016,824,0.3622904121875763
1497176993.627087,828,0.3233802318572998
1497177000.634563,832,0.33886992931365967
1497177004.144556,834,0.3585793375968933
1497177011.199278,838,0.3610978126525879
1497177025.234143,846,0.3767215609550476
1497177032.245358,850,0.380188524723053
1497177035.778079,852,0.3598761260509491
1497177039.285044,854,0.3475412428379059
1497177049.739346,860,0.35414639115333557
1497177056.752261,864,0.3616289496421814
1497177063.784014,868,0.32763761281967163
1497177067.245686,870,0.3274828791618347
1497177070.846356,872,0.3544200658798218
1497177074.341758,874,0.3287232220172882
1497177081.403561,878,0.3555248975753784
1497177084.884546,880,0.3654511272907257
1497177088.363174,882,0.36719727516174316
1497177098.999451,888,0.3490123450756073
1497177102.48556,890,0.3492472171783447
1497177109.563047,894,0.3739978075027466
1497177113.095636,896,0.3530205190181732
1497177120.205384,900,0.35768041014671326
1497177137.669944,906,0.3737272620201111
1497177144.607355,910,0.3620013892650604
1497177148.08285,912,0.3622699975967407
1497177151.591975,914,0.3754519820213318
1497177155.014757,916,0.3485791087150574
1497177165.348273,922,0.34948354959487915
1497177183.075715,932,0.3704991936683655
1497177186.609307,934,0.3691002130508423
1497177190.106591,936,0.35957854986190796
1497177204.003153,944,0.36266428232192993
1497177207.470705,946,0.34629005193710327
1497177210.964399,948,0.3195689618587494
1497177221.436929,954,0.3416155278682709
1497177224.937746,956,0.3449614644050598
1497177228.486154,958,0.33866357803344727
1497177238.983947,964,0.3434697389602661
1497177242.501167,966,0.35101401805877686
1497177246.019072,968,0.3462402820587158
1497177256.479268,974,0.34586989879608154
1497177259.987178,976,0.3433247208595276
1497177263.498549,978,0.3577750325202942
1497177270.511865,982,0.3353787958621979
1497177277.543638,986,0.34164249897003174
1497177280.972766,988,0.35688385367393494
1497177291.336647,994,0.34296756982803345
1497177298.269477,998,0.3324873745441437
